12922493,19.25
13222703,12.25
13223704,15.00
13224705,15.50
13225706,15.75
13226707,16.00
13227708,16.25
13228709,16.50
13229710,16.50
13230711,16.75
13231712,16.75
13232713,16.75
13233714,17.00
13234715,17.00
13235716,17.00
13236717,17.25
13237718,17.25
13238719,17.25
13239720,17.25
13240721,17.50
13241722,17.50
13242723,17.50
13243724,17.50
13244725,17.75
13245726,17.75
13246727,17.75
13247728,17.75
13248729,17.75
13249730,17.75
13250731,18.00
13251732,17.75
13252733,18.00
13253734,18.00
13254735,18.00
13255736,18.00
13256737,18.00
13257738,18.00
13258739,18.00
13259740,18.00
13260741,18.00
13261742,18.25
13262743,18.25
13263744,18.25
13264745,18.25
13265746,18.25
13266747,18.25
13267748,18.25
13268749,18.25
13269750,18.25
13270751,18.25
13271752,18.25
13272753,18.50
13273754,18.25
13274755,18.25
13275756,18.50
13276758,18.25
13277759,18.50
13278760,18.50
13279761,18.50
13280762,18.50
13281763,18.50
13282764,18.50
13283765,18.50
13284766,18.50
13285767,18.50
13286768,18.50
13287769,18.50
13288770,18.50
13289771,18.50
13290772,18.50
13291773,18.50
13292774,18.50
13293775,18.50
13294776,18.50
13295777,18.50
13296778,18.50
13297779,18.50
13298780,18.50
13299781,18.50
13300782,18.50
13301783,18.50
13302784,18.50
13303785,18.50
13304786,18.75
13305787,18.50
13306788,18.75
13307789,18.75
13308790,18.75
13309791,18.75
13310792,18.75
13311793,18.75
13312794,18.75
13313795,18.50
13314796,18.75
13315798,18.75
13316799,18.75
13317800,18.75
13318801,18.75
13319802,18.75
13320803,18.75
13321804,18.75
13322805,18.50
13323806,18.75
13324807,18.75
13325808,18.75
13326809,18.75
13327810,18.75
13328811,18.75
13329812,18.75
13330813,18.75
13331814,18.75
13332815,18.75
13333816,18.75
13334817,18.75
13335818,18.75
13336819,18.75
13337820,18.75
13338821,18.75
13339822,18.75
13340823,18.75
13341824,18.75
13342825,18.75
13343826,18.75
13344827,18.75
13345828,18.75
13346829,18.75
13347830,18.75
13348831,18.75
13349832,18.75
13350833,18.75
13351834,18.75
13352835,18.75
13353836,18.75
13354838,18.75
13355839,18.75
13356840,18.75
13357841,19.00
13358842,19.00
13359843,19.00
13360844,18.75
13361845,19.00
13362846,18.75
13363847,18.75
13364848,18.75
13365849,18.75
13366850,19.00
13367851,18.75
13368852,19.00
13369853,19.00
13370854,18.75
13371855,19.00
13372856,18.75
13373857,19.00
13374858,19.00
13375859,19.00
13376860,19.00
13377861,19.00
13378862,19.00
13379863,19.00
13380864,19.00
13381865,19.00
13382866,19.00
13383867,19.00
13384868,19.00
13385869,19.00
13386870,19.00
13387871,19.00
13388872,19.00
13389873,19.00
13390874,19.00
13391875,19.00
13392876,19.00
13393878,19.00
13394879,19.00
13395880,19.00
13396881,19.00
13397882,19.00
13398883,19.00
13399884,19.00
13400885,19.00
13401886,19.00
13402887,19.00
13403888,19.00
13404889,19.00
13405890,19.00
13406891,19.00
13407892,19.00
13408893,19.00
13409894,19.00
13410895,19.00
13411896,19.00
13412897,19.00
13413898,19.00
13414899,19.00
13415900,19.00
13416901,19.00
13417902,19.00
13418903,19.00
13419904,19.00
13420905,19.00
13421906,19.00
13422907,19.00
13423908,19.00
13424909,19.00
13425910,19.00
13426911,19.00
13427912,19.00
13428913,19.00
13429914,19.00
13430915,19.00
13431916,19.00
13432918,19.00
13433919,19.00
13434920,19.00
13435921,19.00
