time,downstream, side, upstream, h_status1,0.00,12.76,
2,0.00,13.00,
3,0.00,13.34,
4,0.00,13.54,
5,0.00,13.84,
6,0.00,14.61,
7,0.00,15.16,
8,0.00,15.52,
9,0.00,15.31,
10,0.00,15.09,
11,0.00,17.36,
12,0.00,17.48,
13,0.00,15.96,
14,0.00,15.83,
15,0.00,15.70,
16,0.00,15.34,
17,0.00,15.34,
18,0.00,17.52,
19,0.00,23.89,
20,0.00,19.95,
21,0.00,19.00,
22,0.00,19.06,
23,0.00,19.05,
24,0.00,18.35,
25,0.00,17.84,
26,0.00,17.87,
27,0.00,18.02,
28,0.00,17.49,
29,0.00,17.61,
30,0.00,18.84,
31,0.00,18.66,
32,0.00,18.19,
33,0.00,18.59,
34,0.00,21.05,
35,0.00,24.80,
36,0.00,25.31,
37,0.00,25.44,
38,0.00,25.59,
39,0.00,25.15,
40,0.00,25.01,
41,0.00,25.38,
42,0.00,25.69,
43,0.00,25.80,
44,0.00,25.95,
45,0.00,26.16,
46,0.00,22.02,
47,0.00,21.78,
48,0.00,20.76,
49,0.00,19.34,
50,0.00,19.73,
51,23.39,22.90,
52,26.08,25.06,
53,26.53,25.68,
54,25.54,22.41,
55,23.66,20.00,
56,24.22,22.45,
57,25.05,24.47,
58,23.18,20.02,
59,22.41,18.69,
60,22.19,19.33,
61,22.38,19.73,
62,25.31,23.59,
63,24.12,21.98,
64,23.25,21.05,
65,26.71,27.17,
66,25.23,23.06,
67,24.33,22.19,
68,23.48,20.70,
69,22.77,20.00,
70,22.26,19.40,
71,22.13,19.52,
72,21.66,18.98,
73,21.41,18.74,
74,21.26,18.84,
75,21.33,19.02,
76,21.45,19.43,
77,21.50,19.85,
78,21.47,19.86,
79,21.45,19.33,
80,21.20,19.16,
81,20.99,18.75,
82,21.02,18.80,
83,20.70,18.55,
84,20.64,18.45,
85,20.70,18.84,
86,20.55,18.67,
87,20.59,18.54,
88,20.41,18.48,
89,20.48,18.58,
90,20.57,18.84,
91,20.59,19.14,
