time,downstream, side, upstream, h_status1,20.37,18.48,
2,20.33,18.66,
3,20.34,18.80,
4,20.26,18.52,
5,20.16,18.40,
6,20.02,18.34,
7,20.00,18.25,
8,19.94,18.30,
9,19.94,18.23,
10,19.93,18.30,
11,19.86,18.40,
12,19.91,18.30,
13,19.91,18.24,
14,19.80,18.22,
15,19.76,18.28,
16,19.86,18.41,
17,19.80,18.30,
18,19.84,18.32,
19,19.80,18.37,
20,19.77,18.33,
21,19.72,18.30,
22,19.78,18.55,
23,19.80,18.61,
24,19.77,18.40,
25,19.80,18.48,
26,19.73,18.41,
27,19.78,18.52,
28,19.84,18.77,
29,19.93,18.84,
30,19.96,18.98,
31,20.02,19.06,
32,19.94,18.98,
33,19.91,18.79,
34,19.80,18.61,
35,19.91,18.87,
36,20.02,19.24,
37,19.96,19.13,
38,19.91,18.82,
39,19.84,18.75,
40,19.78,18.80,
41,19.84,18.91,
42,19.95,19.12,
43,19.93,19.01,
44,19.87,18.77,
45,19.89,18.80,
46,19.80,18.83,
47,19.77,18.75,
48,19.77,18.71,
49,19.75,18.84,
50,19.80,18.84,
51,19.78,18.74,
52,19.80,18.89,
53,19.80,19.05,
54,19.94,19.25,
55,19.98,19.29,
56,20.11,19.36,
57,20.08,19.40,
58,20.08,19.18,
59,19.94,19.25,
60,20.00,19.05,
61,19.93,19.05,
62,20.12,19.45,
63,20.06,19.58,
64,20.11,19.59,
65,20.11,19.62,
66,20.16,19.51,
67,20.13,19.51,
68,20.09,19.54,
69,20.20,19.53,
70,19.93,19.06,
71,20.02,19.31,
72,20.09,19.37,
73,20.02,19.41,
74,20.15,19.52,
75,20.11,19.52,
76,20.12,19.49,
77,20.04,19.21,
78,19.91,18.98,
79,19.94,19.13,
80,19.98,19.30,
81,19.93,19.34,
82,19.87,19.03,
83,19.78,18.79,
84,19.84,19.12,
85,19.98,19.26,
86,20.05,19.49,
87,20.09,19.53,
88,20.04,19.37,
89,19.93,19.08,
90,19.91,19.07,
91,19.91,19.33,
92,19.93,19.21,
93,19.82,19.00,
94,19.91,19.13,
95,19.91,18.98,
96,19.76,19.01,
97,19.86,19.23,
98,19.96,19.36,
99,20.05,19.55,
100,20.06,19.70,
101,20.12,19.68,
102,20.10,19.61,
103,20.02,19.35,
104,20.11,19.45,
105,19.87,19.04,
106,19.96,19.10,
107,19.91,19.04,
108,19.89,19.20,
109,20.05,19.47,
110,20.08,19.52,
111,20.12,19.59,
112,20.04,19.58,
113,20.09,19.45,
114,20.02,19.40,
115,19.93,19.32,
116,19.91,19.21,
117,19.95,19.29,
118,20.02,19.50,
119,20.00,19.37,
120,19.87,19.10,
121,19.80,19.13,
122,19.72,19.01,
123,19.87,19.25,
124,19.93,19.25,
125,19.95,19.41,
126,20.02,19.49,
127,20.04,19.62,
128,20.15,19.62,
129,20.09,19.62,
130,20.09,19.44,
131,20.00,19.20,
132,19.87,19.20,
133,19.98,19.40,
134,19.93,19.33,
135,19.95,19.34,
136,19.98,19.41,
137,20.00,19.57,
138,20.12,19.61,
139,20.09,19.58,
140,20.13,19.60,
141,20.15,19.69,
142,20.16,19.77,
143,20.08,19.52,
144,20.08,19.49,
145,20.02,19.44,
146,19.91,19.21,
147,19.94,19.29,
148,19.87,19.13,
149,19.89,19.23,
150,19.91,19.26,
151,19.86,19.27,
152,19.91,19.36,
153,19.91,19.46,
154,19.87,19.40,
155,19.86,19.31,
156,19.96,19.45,
157,19.93,19.48,
158,19.87,19.41,
159,19.86,19.46,
160,20.02,19.61,
161,20.02,19.59,
162,20.00,19.46,
163,20.02,19.41,
164,19.94,19.49,
165,20.00,19.48,
166,20.02,19.53,
167,20.02,19.57,
168,20.04,19.59,
169,20.02,19.64,
170,19.96,19.50,
171,19.86,19.19,
172,19.89,19.26,
173,19.99,19.54,
174,20.08,19.62,
175,19.96,19.49,
176,20.09,19.55,
177,19.99,19.61,
178,19.87,19.17,
179,19.73,18.91,
180,19.73,18.86,
181,19.67,18.82,
182,19.84,19.02,
183,19.84,19.25,
184,19.89,19.37,
185,19.80,19.40,
186,19.95,19.30,
187,19.80,19.15,
188,19.78,19.03,
189,19.75,19.10,
190,19.77,19.26,
191,19.80,19.32,
192,19.77,19.30,
193,19.87,19.18,
194,19.82,19.20,
195,19.80,19.20,
196,19.76,19.20,
197,19.76,19.20,
198,19.80,19.21,
199,19.76,19.07,
200,19.80,19.05,
201,19.80,19.34,
202,19.91,19.52,
203,19.86,19.48,
204,19.91,19.55,
205,19.98,19.74,
206,19.91,19.43,
207,19.93,19.37,
208,19.91,19.38,
209,19.80,19.26,
210,19.84,19.34,
211,19.86,19.29,
212,19.94,19.41,
213,20.02,19.62,
214,19.96,19.53,
215,20.02,19.65,
216,19.99,19.59,
217,20.00,19.63,
218,20.02,19.62,
219,19.98,19.57,
220,19.98,19.57,
221,20.00,19.57,
222,19.99,19.66,
223,20.10,19.68,
224,20.06,19.57,
225,19.93,19.41,
226,19.87,19.24,
227,19.89,19.19,
228,19.93,19.22,
229,19.95,19.26,
230,19.91,19.45,
231,19.84,19.10,
232,19.80,19.12,
233,19.82,19.15,
234,19.87,19.35,
235,19.91,19.51,
236,20.00,19.63,
237,19.99,19.52,
238,19.94,19.58,
239,20.00,19.68,
240,20.12,19.87,
241,20.13,19.89,
242,20.10,19.74,
243,20.11,19.73,
244,20.04,19.68,
245,20.10,19.68,
246,20.11,19.69,
247,20.04,19.66,
248,20.04,19.69,
249,20.15,19.77,
250,20.10,19.87,
251,20.12,19.89,
252,20.16,19.80,
253,20.18,19.80,
254,20.20,19.82,
255,20.17,19.79,
256,20.13,19.75,
257,20.13,19.70,
258,20.12,19.70,
259,20.09,19.62,
260,20.04,19.60,
261,20.12,19.66,
262,20.02,19.35,
263,19.96,19.31,
264,19.93,19.22,
265,19.95,19.41,
266,19.99,19.47,
267,20.04,19.64,
268,20.09,19.66,
269,20.04,19.68,
270,20.02,19.61,
271,19.89,19.20,
272,20.00,19.36,
