102.3,1472080026,436,16.00,3.12,3.30,0
102.3,1472080090,436,16.00,3.12,3.29,0
102.3,1472080153,436,16.00,3.12,3.30,0
102.3,1472080217,436,16.00,3.13,3.30,0
102.3,1472080280,436,16.00,3.13,3.30,0
102.3,1472080344,436,16.00,3.12,3.30,0
102.3,1472080407,436,16.00,3.13,3.30,0
102.3,1472080471,436,16.00,3.12,3.30,0
102.3,1472080534,436,16.00,3.12,3.30,0
102.3,1472080597,435,16.00,3.13,3.29,0
102.3,1472080661,436,16.00,3.12,3.30,0
102.3,1472080724,435,16.00,3.11,3.30,0
102.3,1472080788,435,16.00,3.13,3.30,0
102.3,1472080851,435,16.00,3.13,3.30,0
102.3,1472080915,435,16.00,3.12,3.30,0
102.3,1472080978,436,16.00,3.12,3.30,0
102.3,1472081042,436,16.00,3.13,3.30,0
102.3,1472081105,435,16.00,3.13,3.30,0
102.3,1472081168,435,16.00,3.12,3.30,0
102.3,1472081232,435,15.00,3.12,3.30,0
102.3,1472081295,435,16.00,3.13,3.30,0
102.3,1472081359,435,16.00,3.13,3.30,0
102.3,1472081422,435,15.00,3.12,3.30,0
102.3,1472081486,435,16.00,3.13,3.30,0
102.3,1472081549,435,16.00,3.12,3.30,0
102.3,1472081612,435,16.00,3.12,3.30,0
102.3,1472081676,435,16.00,3.13,3.30,0
102.3,1472081739,435,16.00,3.12,3.30,0
102.3,1472081803,436,16.00,3.13,3.30,0
102.3,1472081866,435,16.00,3.12,3.30,0
102.3,1472081930,435,16.00,3.12,3.30,0
102.3,1472081993,435,16.00,3.13,3.30,0
102.3,1472082057,435,16.00,3.13,3.30,0
102.3,1472082120,435,16.00,3.12,3.30,0
102.3,1472082183,435,16.00,3.12,3.29,0
102.3,1472082247,435,16.00,3.13,3.30,0
102.3,1472082310,436,16.00,3.13,3.30,0
102.3,1472082374,435,16.00,3.13,3.30,0
102.3,1472082437,435,16.00,3.12,3.30,0
102.3,1472082501,435,16.00,3.12,3.29,0
102.3,1472082564,435,16.00,3.12,3.30,0
102.3,1472082627,436,16.00,3.13,3.30,0
102.3,1472082691,435,16.00,3.12,3.30,0
102.3,1472082754,435,16.00,3.13,3.30,0
102.3,1472082818,435,16.00,3.12,3.30,0
102.3,1472082881,435,16.00,3.12,3.30,0
102.3,1472082945,435,16.00,3.12,3.30,0
102.3,1472083008,435,15.00,3.12,3.30,0
102.3,1472083072,435,16.00,3.12,3.30,0
102.3,1472083135,435,16.00,3.12,3.30,0
102.3,1472083198,435,16.00,3.12,3.30,0
102.3,1472083262,435,15.00,3.12,3.30,0
102.3,1472083325,435,16.00,3.12,3.30,0
102.3,1472083389,435,16.00,3.12,3.30,0
102.3,1472083452,435,16.00,3.13,3.30,0
102.3,1472083516,435,16.00,3.12,3.30,0
102.3,1472083579,435,16.00,3.12,3.30,0
102.3,1472083642,435,16.00,3.13,3.30,0
102.3,1472083706,435,16.00,3.13,3.30,0
102.3,1472083769,435,16.00,3.13,3.30,0
102.3,1472083833,435,16.00,3.12,3.30,0
102.3,1472083896,435,16.00,3.11,3.30,0
102.3,1472083960,435,16.00,3.12,3.30,0
102.3,1472084023,435,16.00,3.11,3.30,0
102.3,1472084086,435,16.00,3.13,3.30,0
102.3,1472084150,435,15.00,3.12,3.30,0
102.3,1472084213,435,16.00,3.13,3.30,0
102.3,1472084277,435,16.00,3.12,3.30,0
102.3,1472084340,435,16.00,3.12,3.29,0
102.3,1472084404,435,16.00,3.12,3.30,0
102.3,1472084467,435,15.00,3.12,3.30,0
102.3,1472084531,435,15.00,3.13,3.30,0
102.3,1472084594,435,16.00,3.12,3.30,0
102.3,1472084657,436,16.00,3.13,3.29,0
102.3,1472084721,436,15.00,3.12,3.30,0
102.3,1472084784,435,15.00,3.13,3.30,0
102.3,1472084848,436,16.00,3.12,3.30,0
102.3,1472084912,435,16.00,3.12,3.30,0
102.3,1472084975,436,15.00,3.13,3.30,0
102.3,1472085039,435,16.00,3.11,3.30,0
102.3,1472085102,435,16.00,3.13,3.30,0
102.3,1472085165,435,16.00,3.12,3.30,0
102.3,1472085229,436,15.00,3.12,3.30,0
102.3,1472085292,435,15.00,3.12,3.30,0
102.3,1472085356,435,16.00,3.12,3.30,0
102.3,1472085419,436,16.00,3.12,3.30,0
102.3,1472085483,435,16.00,3.13,3.30,0
102.3,1472085546,435,15.00,3.11,3.30,0
102.3,1472085610,435,16.00,3.13,3.30,0
102.3,1472085673,436,16.00,3.12,3.30,0
102.3,1472085736,435,16.00,3.12,3.30,0
102.3,1472085800,435,16.00,3.13,3.30,0
102.3,1472085863,435,16.00,3.11,3.30,0
102.3,1472085927,435,15.00,3.13,3.30,0
102.3,1472085990,436,15.00,3.12,3.30,0
102.3,1472086054,432,15.00,3.12,3.30,0
102.3,1472086118,435,15.00,3.12,3.30,0
102.3,1472086181,436,16.00,3.12,3.30,0
102.3,1472086244,436,16.00,3.12,3.30,0
102.3,1472086308,435,16.00,3.11,3.30,0
102.3,1472086371,435,16.00,3.13,3.30,0
102.3,1472086435,436,15.00,3.12,3.30,0
102.3,1472086498,435,16.00,3.13,3.30,0
102.3,1472086562,435,15.00,3.12,3.30,0
102.3,1472086625,435,16.00,3.12,3.30,0
102.3,1472086688,436,15.00,3.12,3.30,0
102.3,1472086752,435,15.00,3.12,3.30,0
102.3,1472086815,435,15.00,3.11,3.30,0
102.3,1472086879,435,16.00,3.12,3.30,0
102.3,1472086942,435,16.00,3.12,3.30,0
102.3,1472087006,435,16.00,3.12,3.30,0
102.3,1472087069,435,15.00,3.12,3.30,0
