Internal,21.20,25.80,21.77,External,20.51,24.85,20.68,0,
Internal,21.30,25.80,21.77,External,20.62,24.90,20.68,0,
Internal,21.22,25.80,21.77,External,20.46,24.90,20.67,0,
Internal,21.25,25.77,21.73,External,20.50,24.87,20.64,0,
Internal,21.22,25.80,21.77,External,20.52,24.89,20.63,0,
Internal,21.25,25.72,21.69,External,20.51,24.78,20.59,0,
Internal,21.22,25.83,21.77,External,20.55,24.90,20.66,0,
Internal,21.25,25.80,21.70,External,20.48,24.89,20.55,0,
Internal,21.22,25.77,21.69,External,20.46,24.83,20.52,0,
Internal,21.25,25.75,21.70,External,20.43,24.80,20.50,0,
Internal,21.14,25.72,21.73,External,20.20,24.72,20.46,0,
Internal,21.25,25.75,21.70,External,20.24,24.69,20.40,0,
Internal,21.28,25.75,21.70,External,20.26,24.62,20.37,0,
Internal,21.22,25.80,21.77,External,20.18,24.60,20.44,0,
Internal,21.22,25.72,21.69,External,20.20,24.52,20.37,0,
Internal,21.25,25.75,21.70,External,20.22,24.56,20.37,0,
Internal,21.28,25.75,21.77,External,20.28,24.55,20.44,0,
Internal,21.28,25.80,21.77,External,20.22,24.60,20.43,0,
Internal,21.28,25.77,21.69,External,20.29,24.60,20.37,0,
Internal,21.28,25.69,21.70,External,20.26,24.53,20.40,0,
Internal,21.25,25.75,21.73,External,20.22,24.53,20.40,0,
Internal,21.28,25.77,21.73,External,20.20,24.54,20.37,0,
Internal,21.34,25.77,21.77,External,20.26,24.51,20.39,0,
Internal,21.30,25.77,21.73,External,20.26,24.51,20.37,0,
Internal,21.25,25.80,21.77,External,20.15,24.55,20.37,0,
Internal,21.33,25.75,21.78,External,20.23,24.52,20.41,0,
Internal,21.30,25.75,21.73,External,20.20,24.49,20.37,0,
Internal,21.33,25.72,21.69,External,20.24,24.44,20.33,0,
Internal,21.25,25.77,21.73,External,20.16,24.49,20.37,0,
Internal,21.30,25.77,21.73,External,20.23,24.51,20.33,0,
Internal,21.30,25.75,21.77,External,20.20,24.46,20.33,1,
Internal,21.28,25.77,21.70,External,20.12,24.47,20.23,1,
Internal,21.33,25.75,21.73,External,20.12,24.41,20.28,0,
Internal,21.28,25.72,21.70,External,20.13,24.40,20.24,0,
Internal,21.28,25.77,21.70,External,20.09,24.44,20.22,0,
Internal,21.25,25.77,21.77,External,20.06,24.42,20.28,0,
Internal,21.28,25.75,21.78,External,20.04,24.44,20.30,0,
Internal,21.28,25.75,21.73,External,20.08,24.44,20.26,0,
Internal,21.30,25.77,21.77,External,20.05,24.41,20.26,0,
Internal,21.30,25.75,21.73,External,20.08,24.36,20.20,0,
Internal,21.28,25.72,21.77,External,20.04,24.37,20.23,0,
Internal,21.33,25.75,21.73,External,20.13,24.42,20.26,0,
Internal,21.30,25.77,21.73,External,20.12,24.45,20.26,0,
Internal,21.28,25.75,21.77,External,20.08,24.46,20.28,0,
Internal,21.33,25.77,21.78,External,20.16,24.49,20.30,0,
Internal,21.33,25.77,21.73,External,20.10,24.45,20.28,0,
Internal,21.33,25.80,21.78,External,20.11,24.51,20.33,0,
Internal,21.33,25.83,21.81,External,20.12,24.49,20.34,0,
Internal,21.34,25.77,21.78,External,20.23,24.42,20.30,0,
Internal,21.37,25.83,21.84,External,20.30,24.47,20.37,0,
Internal,21.37,25.84,21.86,External,20.28,24.49,20.39,0,
Internal,21.41,25.84,21.81,External,20.27,24.54,20.34,0,
Internal,21.48,25.87,21.86,External,20.31,24.59,20.43,0,
Internal,21.42,25.84,21.84,External,20.39,24.56,20.41,0,
Internal,21.50,25.87,21.86,External,20.44,24.65,20.48,0,
Internal,21.48,25.87,21.89,External,20.48,24.71,20.55,0,
