1,20.13,19.93,20.08,1
2,20.08,19.95,20.06,1
3,20.06,19.93,20.04,1
4,20.11,20.02,20.12,1
5,20.08,19.96,20.08,1
6,20.08,19.95,20.04,1
7,20.10,19.99,20.04,0
8,20.08,19.96,20.11,0
9,20.09,20.04,20.08,0
10,20.11,19.99,20.10,0
11,20.10,19.96,20.15,0
12,20.09,19.95,20.06,0
13,20.08,19.94,20.06,0
14,20.09,19.94,20.06,0
15,20.11,19.93,20.11,0
16,20.11,20.00,20.11,0
17,20.12,19.94,20.13,0
18,20.06,20.02,20.16,0
19,20.08,20.00,20.04,0
20,20.15,19.98,20.10,0
21,20.06,19.95,20.09,0
22,20.06,19.95,20.09,0
23,20.06,19.99,20.06,0
24,20.12,19.98,20.09,0
25,20.10,19.98,20.12,0
26,20.12,19.91,20.05,0
27,20.06,19.96,20.13,0
28,20.10,19.98,20.06,0
29,20.12,19.98,20.05,0
30,20.11,19.99,20.05,0
31,20.06,19.95,20.09,0
32,20.11,19.94,20.09,0
33,20.12,19.99,20.08,0
34,20.05,19.96,20.09,0
35,20.12,19.98,20.06,0
36,20.10,19.96,20.04,0
37,20.10,19.98,20.11,0
38,20.09,20.00,20.11,0
39,20.06,19.93,20.11,0
40,20.10,19.99,20.02,0
41,20.02,19.96,20.05,0
42,20.00,19.94,20.08,0
43,20.06,19.95,20.08,0
44,20.02,19.96,20.12,0
45,20.00,20.00,20.09,0
46,20.10,20.00,20.08,0
47,20.05,19.96,20.11,0
48,20.06,19.94,20.06,0
49,20.13,19.98,20.04,0
50,20.08,19.98,20.02,0
51,20.10,19.93,20.08,0
52,20.05,19.96,20.10,0
53,20.00,19.96,20.12,0
54,20.02,19.95,20.15,0
55,20.05,19.98,20.10,0
56,20.06,19.98,20.04,0
57,20.11,19.98,20.05,0
58,20.06,19.98,20.09,0
59,20.09,20.00,20.11,0
60,20.11,20.00,20.11,0
61,20.08,19.95,20.11,0
62,20.02,20.00,20.10,0
63,20.05,20.00,20.10,0
64,20.10,20.02,20.10,0
65,20.06,19.99,20.11,0
66,20.09,19.94,20.10,0
67,20.06,19.95,20.08,0
68,20.06,19.96,20.10,0
69,20.10,20.02,20.04,0
70,20.09,19.98,20.06,0
71,20.09,19.96,20.04,0
72,20.09,19.99,20.09,0
73,20.09,19.96,20.06,0
74,20.09,19.93,20.06,0
75,20.02,19.96,20.12,0
76,20.12,19.95,20.12,0
77,20.08,19.98,20.11,0
78,20.11,19.94,20.13,0
79,20.05,19.93,20.04,0
80,20.12,20.02,20.10,0
81,20.10,19.95,20.08,0
82,20.05,20.00,20.13,0
83,20.09,19.91,20.10,0
84,19.98,19.99,20.04,0
85,20.11,19.96,20.15,0
86,20.02,20.02,20.06,0
87,20.09,19.99,20.11,0
88,20.06,20.00,20.10,0
89,20.04,19.99,20.08,0
90,20.09,19.96,20.13,0
91,20.06,20.02,20.06,0
92,20.06,19.99,20.10,0
93,20.06,19.96,20.11,0
94,20.10,19.99,20.15,0
95,20.08,19.95,20.06,0
96,20.11,20.00,20.13,0
97,20.08,19.95,20.02,0
98,20.08,20.02,20.12,0
99,20.08,19.95,20.10,0
100,20.10,19.99,20.10,0
101,20.04,19.98,20.11,0
102,20.08,20.02,20.06,0
103,20.09,19.98,20.09,0
104,20.11,19.98,20.12,0
105,20.09,19.95,20.08,0
106,20.09,19.99,20.11,0
107,20.00,20.00,20.16,0
108,20.05,20.00,20.05,0
109,20.06,19.98,20.11,0
110,20.05,20.02,20.02,0
111,20.05,19.93,20.05,0
112,20.09,19.96,20.12,0
